,Filename,DocumentID,ESTC_ID,Date,Title,Vol_Number,Author,Imprint,Field_Headings,fn_pages,nofn_pages,TableName,fn.percent,decade,footnotes_present,tags,,
2047,0028800602.xml,28800602,T071390,1788,"The school for fathers; or, the victim of a curse. A novel. Containing authentic memoirs and anecdotes, with historical facts. In three volumes. ...",Volume 2,Anon,"London : printed for G. G. J. and J. Robinson, Paternoster Row, MDCCLXXXVIII. [1788].","Epistolary fiction, English, Early works to 1800",1,269,Manifest_LitAndLang1,0.003703704,1780,0,"SM, CW",,
2049,0028800700.xml,28800700,T071305,1800,"English nights entertainments. The history of Oroonoko; or, the royal slave. Written originally by Mrs. Behn, and revised by Mrs. Griffiths.",0,"Behn, Aphra","London : printed by T. Maiden, Sherbourne Lane, for Ann Lemoine, White-Rose Court, Coleman-Street, and sold by T. Hurst, Paternoster-Row, [1800].","English fiction, 18th century",1,47,Manifest_LitAndLang1,0.020833333,1800,0,"TE, TY, O",,
2051,0028800802.xml,28800802,T139026,1731,"Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, First a Surgeon, and then a Captain of several Ships. ...",Volume 2,"Swift, Jonathan","London : printed for Benjamin Motte, at the Middle Temple-Gate in Fleet-Street, M.DCC.XXXI. [1731].","Voyages, Imaginary, Fiction",1,279,Manifest_LitAndLang1,0.003571429,1730,0,CW,,
2058,0028900300.xml,28900300,T071308,1727,"The temple of Venus. A poem. In five cantos. By William Selbey, Esq;",0,"Selbey, William","London : printed in the year, 1727.","English fiction, 18th century",1,28,Manifest_LitAndLang1,0.034482759,1720,0,"SM, CW",,
2066,0029000104.xml,29000104,T072180,1788,"Henry and Isabella; or, a traite through life. By the author of Caroline, or the diversities of fortune. In four volumes. ...",Volume 4,"Hughes, Mrs. (Anne)","London : printed for William Lane, Leadenhall-Street, 1788.","English fiction, 18th century",1,256,Manifest_LitAndLang1,0.003891051,1780,0,"SM, CW, PB",,
2067,0029000201.xml,29000201,T077677,1769,"Fatal obedience; or, the history of Mr. Freeland. In two volumes. ...",Volume 1,"Freeland, Mr","London : printed for the author; and sold by F. and J. Noble, at their respective Circulating Libraries in Holborn, and St. Martin's Court, [1769?].","Freeland,, Mr., Early works to 1800, Autobiographical fiction, English, Early works to 1800",1,240,Manifest_LitAndLang1,0.004149378,1760,0,"P, BQ, CW, TY",,
2068,0029000202.xml,29000202,T077677,1769,"Fatal obedience; or, the history of Mr. Freeland. In two volumes. ...",Volume 2,"Freeland, Mr","London : printed for the author; and sold by F. and J. Noble, at their respective Circulating Libraries in Holborn, and St. Martin's Court, [1769?].","Freeland,, Mr., Early works to 1800, Autobiographical fiction, English, Early works to 1800",1,248,Manifest_LitAndLang1,0.004016064,1760,0,"SM, CW",,
2074,0029000601.xml,29000601,T089897,1795,"The history of Joseph Andrews, and his friend Mr. Abraham Adams. Written in Imitation of the Manner of Cervantes, Author of Don Quixote. By Henry Fielding, Esquire. Two volumes in one. ... . Embellished with superb engravings.",Volume 1,"Fielding, Henry","London : printed for C. Cooke, No. 17, Paternoster-Row, And sold by all the Booksellers in Great Britain and Ireland, [1795?].","Domestics, Fiction, Early works to 1800, Male friendship, Fiction, Early works to 1800, England, Fiction, Early works to 1800",1,181,Manifest_LitAndLang1,0.005494505,1790,1,"C, T",,
2075,0029000602.xml,29000602,T089897,1795,"The history of Joseph Andrews, and his friend Mr. Abraham Adams. Written in Imitation of the Manner of Cervantes, Author of Don Quixote. By Henry Fielding, Esquire. Two volumes in one. ... . Embellished with superb engravings.",Volume 2,"Fielding, Henry","London : printed for C. Cooke, No. 17, Paternoster-Row, And sold by all the Booksellers in Great Britain and Ireland, [1795?].","Domestics, Fiction, Early works to 1800, Male friendship, Fiction, Early works to 1800, England, Fiction, Early works to 1800",1,170,Manifest_LitAndLang1,0.005847953,1790,1,"IN, MT",,
2084,0029100702.xml,29100702,T070084,1800,"Constantia Neville; or, the West Indian. A novel. In three volumes. By Helena Wells, Author of ``the Step-Mother,'' &c. ...",Volume 2,"Whitford, Helena","London : printed by C. Whittingham, Dean-Street, Fetter-Lane, for T. Cadell, jun. and W. Davies, Strand ; and W. Creech, Edinburgh, 1800.","English fiction, 18th century",1,439,Manifest_LitAndLang1,0.002272727,1800,0,"TY, P, BQ, CW",,
2101,0029300401.xml,29300401,T055379,1791,The adventures of Roderick Random. |...,Volume 1,"Smollett, Tobias George","Edinburgh : printed by W. Darling and Son, for W. Coke, Leith, and W. Anderson, Stirling, M,DCC,XCI. [1791].","Rogues and vagabonds, Fiction, Early works to 1800, Sailors, Fiction, Early works to 1800, Warships, Fiction, Early works to 1800",1,306,Manifest_LitAndLang1,0.003257329,1790,1,"C, T",,
2106,0032600102.xml,32600102,T080601,1772,The fine lady a novel by the author of Miss Melmoth. In two volumes. ...,Volume 2,"Briscoe, Sophia","London : printed for T. Lowndes, No. 77, in Fleet-Street, MDCCLXXII. [1772].","Epistolary fiction, English, Early works to 1800",1,272,Manifest_LitAndLang1,0.003663004,1770,1,IN,,
2107,0032600201.xml,32600201,T074660,1794,The packet: a novel. By Miss Gunning. ...,Volume 1,"Gunning, Miss (Elizabeth)","London : printed for J. Bell, No. 148, Oxford-Street, M.DCC.XCIV. [1794].","English fiction, 18th century",1,261,Manifest_LitAndLang1,0.003816794,1790,0,"SM, PB, CW",,
2108,0032600202.xml,32600202,T074660,1794,The packet: a novel. By Miss Gunning. ...,Volume 2,"Gunning, Miss (Elizabeth)","London : printed for J. Bell, No. 148, Oxford-Street, M.DCC.XCIV. [1794].","English fiction, 18th century",1,253,Manifest_LitAndLang1,0.003937008,1790,0,"PB, TY, SM, CW",,
2109,0032600203.xml,32600203,T074660,1794,The packet: a novel. By Miss Gunning. ...,Volume 3,"Gunning, Miss (Elizabeth)","London : printed for J. Bell, No. 148, Oxford-Street, M.DCC.XCIV. [1794].","English fiction, 18th century",1,257,Manifest_LitAndLang1,0.003875969,1790,0,"PB, SM, CW",,
2112,0032600302.xml,32600302,T115064,1795,The duke of Clarence. An historical novel. In four volumes. By E. M. F. ...,Volume 2,"Foster, E. M.","London : printed for William Lane, at the Minerva-Press Leadenhall-Street, M.DCC.XCV. [1795].","Historical fiction, English, 18th century",1,305,Manifest_LitAndLang1,0.003267974,1790,0,"PB, CW",,
2120,0032700301.xml,32700301,T094331,1796,"Angelina; a novel, in Three Volumes. By Mrs. Mary Robinson, Author of Poems, Vancenza, the Widow, &c. &c. &c. &c. ...",Volume 1,"Robinson, Mary","London : printed for the author, and sold by Hookham and Carpenter, No. 147, New Bond Street, 1796.","Epistolary fiction, English, Early works to 1800",1,321,Manifest_LitAndLang1,0.00310559,1790,0,"LS, TE, TY, PB, O",,
2128,0032800202.xml,32800202,T055384,1762,The adventures of Sir Launcelot Greaves. By the author of Roderick Random. In two volumes. ...,Volume 2,"Smollett, Tobias George","London : printed for J. Coote, in Pater-Noster-Row, MDCCLXII. [1762].",English fiction,1,285,Manifest_LitAndLang1,0.003496503,1760,0,"BQ, P, CW, TY",,
2129,0032800300.xml,32800300,T077676,1800,"The history of Jenny Spinner, the Hertfordshire ghost. Written by herself.",0,"James, Elizabeth Maria","London : printed for the author; and sold by J. Wheble; and by all the agents of the County Chronicle; 1800. W. and C. Spilsbury, printers, 1800.","English fiction, 18th century",1,75,Manifest_LitAndLang1,0.013157895,1800,0,"TE, TY, PO, O",,
2130,0032800401.xml,32800401,T107720,1757,"The juvenile adventures of David Ranger, Esq; from an original manuscript found in the collections of a late noble Lord. In two volumes.",Volume 1,"Kimber, Edward","London : printed for P. Stevens, at the Bible and Crown in Stationers Court, M.DCC.LVII. [1757].","Adventure stories, English, Early works to 1800",1,310,Manifest_LitAndLang1,0.003215434,1750,0,"TE, TY",,
2132,0032800501.xml,32800501,T072177,1754,"The friends. A sentimental history: describing love as a virtue, as well as a passion. In two volumes. ...",Volume 1,"Guthrie, William","London : printed for T. Waller, opposite Fetter-Lane in Fleet-Street, M.DCC.LIV. [1754].","English fiction, 18th century",1,302,Manifest_LitAndLang1,0.00330033,1750,1,"PB, C, T, IT, CW",,
2139,0032900200.xml,32900200,T072459,1749,"The ladies advocate: or, wit and beauty a match for treachery and inconstancy. Containing a series of gallantries, intrigues, and amours, fortunate and sinister; quarrels and reconciliations, between lovers: conjugal plagues and comforts, vexations and endearments; with man remarkable incidents and adventures, the effects of love and jealousy, fidelity and inconstancy. Exhibiting such a surprizing variety of scenes in the amatorial commerce between the two sexes, as, though strictly true, are scarce to be parallelled in the most inventive romance. Digested in the manner of a novel, and interspersed with occasional remarks.",0,Anon,"London : printed for C. Long, near St. Paul's, MDCCXLIX. [1749].","Pilkington, Laetitia,, 1712-1750, Early works to 1800, Muilman, Teresia Constantia,, 1709-1765, Early works to 1800, Women, Conduct of life, Early works to 1800",1,309,Manifest_LitAndLang1,0.003225806,1740,1,"CW, IN",,
2156,0033000202.xml,33000202,T131182,1790,"Pictures of life: or, a record of manners, physical and moral, on the close of the eighteenth century. Translated from the French. In two volumes. ...",Volume 2,Restif de La Bretonne,"London : printed for C. Dilly, 1790.","France, Social life and customs, 17th century, France, Social life and customs, 18th century",1,210,Manifest_LitAndLang1,0.004739336,1790,0,"PB, TE, TY, LS",,
2159,0033000401.xml,33000401,T064911,1796,"Travels before the flood. An interesting Oriental Record of men and manners in the antidiluvian world, interpreted in Fourteen Evening Conversations between the Caliph of Bagdad & his Court. Translated from the Arabic. ...",Volume 1,"Klinger, Friedrich Maximilian","London : printed for G:g: & J: Robinson Paternoster Row, 1796.","God, Fatherhood, Early works to 1800, History, Ancient, Early works to 1800",1,240,Manifest_LitAndLang1,0.004149378,1790,1,C,,
2160,0033000402.xml,33000402,T064911,1796,"Travels before the flood. An interesting Oriental Record of men and manners in the antidiluvian world, interpreted in Fourteen Evening Conversations between the Caliph of Bagdad & his Court. Translated from the Arabic. ...",Volume 2,"Klinger, Friedrich Maximilian","London : printed for G:g: & J: Robinson Paternoster Row, 1796.","God, Fatherhood, Early works to 1800, History, Ancient, Early works to 1800",1,226,Manifest_LitAndLang1,0.004405286,1790,1,C,,
2166,0033100202.xml,33100202,T090856,1795,"Moral tales, by M. Marmontel. Translated from the French. In two volumes. Vol. I. Cooke's edition. Embellished with superb engravings.",Volume 2,"Marmontel, Jean-Fran<c3><a7>ois","London : printed for C. Cooke, No. 17, Paternoster-Row, And sold by all the Booksellers in Great Britain and Ireland, [1795?].","Didactic fiction, French, Translations into English, Early works to 1800",1,252,Manifest_LitAndLang1,0.003952569,1790,1,"C, T",,
2170,0033100601.xml,33100601,T066377,1789,"Louisa Forrester; or, characters drawn from real life. In three volumes. ...",Volume 1,Anon,"London : printed for W. Lane, Leadenhall-Street, M.DCC.LXXXIX. [1789].","English fiction, 18th century",1,226,Manifest_LitAndLang1,0.004405286,1780,0,"SM, CW, O",,
2173,0033100701.xml,33100701,T064741,1788,"Maria Harcourt. A novel. In two volumes. Written in daily journals. (never before attempted.) By the author of Lord Winworth, Phebe, &c. ...",Volume 1,"Author of Lord Winworth, Phebe, &c.","London : printed for C. Stalker, Stationers-Court, MDCCLXXXVIII. [1788].","English fiction, 18thCentury",1,220,Manifest_LitAndLang1,0.004524887,1780,0,"BQ, P, CW, SM",,
2175,0033100801.xml,33100801,T064757,1787,Rosa de Montmorien. A novel. By Miss Ann Hilditch. In two volumes. ...,Volume 1,"Hilditch, Ann","London : printed for William Lane, Leadenhall-Street, M.DCC.LXXXVII. [1787].","English fiction, 18th century",1,149,Manifest_LitAndLang1,0.006666667,1780,0,"PB, CW",,
2176,0033100802.xml,33100802,T064757,1787,Rosa de Montmorien. A novel. By Miss Ann Hilditch. In two volumes. ...,Volume 2,"Hilditch, Ann","London : printed for William Lane, Leadenhall-Street, M.DCC.LXXXVII. [1787].","English fiction, 18th century",1,157,Manifest_LitAndLang1,0.006329114,1780,0,"PB, SM, CW",,
2177,0033200101.xml,33200101,T067639,1790,"Memoirs of Maria, a Persian slave. ...",Volume 1,Anon,"London : printed for G. G. J. and J. Robinson, Paternoster-Row, M.DCC.XC. [1790].","English fiction, 18th century",1,198,Manifest_LitAndLang1,0.005025126,1790,2,,,
2179,0033200201.xml,33200201,T064725,1796,Bungay Castle: a novel. By Mrs. Bonhote. ... In two volumes. ...,Volume 1,"Bonhote, Mrs. (Elizabeth)","London : printed for William Lane, at the Minerva Press, 1796[1797].","English fiction, 18th century",1,297,Manifest_LitAndLang1,0.003355705,1790,1,"C, IT",,
2186,0033200600.xml,33200600,T072317,1780,"The life and most surprising adventures of Robinson Crusoe, of York, Mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",0,"Defoe, Daniel","Paris : printed by J. G. A. Stoupe; and sold by J. N. Pissot, and Barrois, junior, Quai des Augustins. Booksellers, M.DCC.LXXX. [1780].","Castaways, Fiction",1,414,Manifest_LitAndLang1,0.002409639,1780,0,TY,,
2189,0033300101.xml,33300101,T072423,1729,"A select collection of novels and histories. In six volumes. Written by the most celebrated authors in several languages. Many of which never appear'd in English before. All new translated from the Originals, By several Eminent Hands.",Volume 1,"Croxall, Samuel","London : printed for John Watts, at the Printing-Office in Wild-Court near Lincoln's-Inn-Fields, MDCCXXIX. [1729].","Fiction, Collections, English literature, Translations from foreign literature",1,364,Manifest_LitAndLang1,0.002739726,1720,2,,,
2195,0033300201.xml,33300201,T066919,1799,"The witch, and the maid of honour. In two volumes. ...",Volume 1,Anon,"London : printed for the author; and sold by T.N. Longman and O. Rees, Paternoster-Row, 1799.","English fiction, 18th century",1,284,Manifest_LitAndLang1,0.003508772,1790,0,"BQ, P, CW, TY",,
2200,0033400201.xml,33400201,T066383,1741,"Memoirs of Lady Harriot Butler: now first published from authentic papers, in the lady's own hand-writing. In two volumes. ...",Volume 1,"Butler, Harriot, Lady","London : printed for R. Freeman, near St. Paul's, M.DCC.XLI. [1741]-62 [1761-62].","Butler, Harriot,, Lady, Early works to 1800, Autobiographical fiction, English, Early works to 1800",1,205,Manifest_LitAndLang1,0.004854369,1740,0,"TE, TY",,
2207,0033400502.xml,33400502,T067640,1765,The parasite. ...,Volume 2,Anon,"Dublin : printed for P. Wilson, J. Exshaw, S. Cotter, H. Saunders, E. Watts, J. Potts, and J. Williams, M,DCC,LXV. [1765].",English fiction,1,114,Manifest_LitAndLang1,0.008695652,1760,1,IN,,
2215,0033500303.xml,33500303,T071307,1771,"The history of Lady Barton, a novel, in letters, by Mrs. Griffith. In three volumes. ...",Volume 3,"Griffith, Mrs. (Elizabeth)","London : printed for T. Davies, in Russel-Street, Covent-Garden ; and T. Cadell, in the Strand, MDCCLXXI. [1771].","Epistolary fiction, English, 18th century",1,311,Manifest_LitAndLang1,0.003205128,1770,0,"CW, PO, TY",,
2216,0033500400.xml,33500400,T071297,1733,"Friendship in death, in twenty letters from the dead to the living. To which are added, Thoughts on death: translated from the Moral essays of the Messieurs du Port Royal.",0,"Rowe, Elizabeth Singer","London : printed for T. Worrall, at Judge Coke's Head, against St Dunstan's Church in Fleet-Street, [1733].",Immortality,1,478,Manifest_LitAndLang1,0.002087683,1730,0,"TY, P, BQ, CW, SM",,
